Date,Close/Last,Volume,Open,High,Low
09/28/2022,29683.74,N/A,29198.92,29811.78,29114.97
09/27/2022,29134.99,N/A,29419.88,29659.12,28958.22
09/26/2022,29260.81,N/A,29536.84,29630.77,29161.12
09/23/2022,29590.41,N/A,29955.65,29955.65,29250.47
09/22/2022,30076.68,N/A,30204.52,30302.28,29994.53
09/21/2022,30183.78,N/A,30819.39,31020.79,30181.99
09/20/2022,30706.23,N/A,30888.53,30888.53,30465.91
09/19/2022,31019.68,N/A,30722.86,31026.89,30559.37
09/16/2022,30822.42,N/A,30866.61,30866.61,30550.08
09/15/2022,30961.82,N/A,31124.68,31277.69,30882.08
09/14/2022,31135.09,N/A,31141.02,31276.82,30885.02
09/13/2022,31104.97,N/A,32006.50,32006.50,31018.54
09/12/2022,32381.34,N/A,32159.49,32504.04,32159.49
09/09/2022,32151.71,N/A,31876.22,32227.74,31876.22
09/08/2022,31774.52,N/A,31481.95,31783.37,31321.50
09/07/2022,31581.28,N/A,31145.63,31644.34,31095.21
09/06/2022,31145.30,N/A,31343.79,31463.89,31048.46
09/02/2022,31318.44,N/A,31848.50,32026.90,31182.09
09/01/2022,31656.42,N/A,31454.58,31677.51,31219.75
08/31/2022,31510.43,N/A,31827.15,31966.04,31509.59
08/30/2022,31790.87,N/A,32163.84,32205.66,31647.22
08/29/2022,32098.99,N/A,32188.00,32325.16,31972.79
08/26/2022,32283.40,N/A,33293.43,33364.70,32278.22
08/25/2022,33291.78,N/A,33029.27,33306.09,32889.85
08/24/2022,32969.23,N/A,32899.01,33095.50,32828.56
08/23/2022,32909.59,N/A,33033.52,33138.26,32858.89
08/22/2022,33063.61,N/A,33586.59,33586.59,33007.63
08/19/2022,33706.74,N/A,33904.69,33904.69,33627.09
08/18/2022,33999.04,N/A,33981.86,34043.83,33844.46
08/17/2022,33980.32,N/A,34029.55,34161.01,33828.41
08/16/2022,34152.01,N/A,33924.35,34281.36,33852.57
08/15/2022,33912.44,N/A,33710.70,33954.71,33582.96
08/12/2022,33761.05,N/A,33430.72,33767.09,33398.32
08/11/2022,33336.67,N/A,33451.51,33651.80,33289.83
08/10/2022,33309.51,N/A,33130.63,33364.41,33130.63
08/09/2022,32774.41,N/A,32807.36,32877.53,32702.66
08/08/2022,32832.54,N/A,32877.36,33109.96,32769.10
08/05/2022,32803.47,N/A,32593.90,32814.61,32489.62
