Date,Close/Last,Volume,Open,High,Low,Time_index,Close/Last_Procter,Volume_Procter,Open_Procter,High_Procter,Low_Procter,Close/Last_3M,Volume_3M,Open_3M,High_3M,Low_3M,Close/Last_Merck,Volume_Merck,Open_Merck,High_Merck,Low_Merck,Close/Last_IBM,Volume_IBM,Open_IBM,High_IBM,Low_IBM,Close/Last_Amex,Volume_Amex,Open_Amex,High_Amex,Low_Amex,Close/Last_McDonalds,Volume_McDonalds,Open_McDonalds,High_McDonalds,Low_McDonalds,Close/Last_Coca,Volume_Coca,Open_Coca,High_Coca,Low_Coca,Close/Last_Boeing,Volume_Boeing,Open_Boeing,High_Boeing,Low_Boeing,Close/Last_JPMorgan,Volume_JPMorgan,Open_JPMorgan,High_JPMorgan,Low_JPMorgan,Close/Last_Dow,Volume_Dow,Open_Dow,High_Dow,Low_Dow,Close/Last_Disney,Volume_Disney,Open_Disney,High_Disney,Low_Disney,Close/Last_Caterpillar,Volume_Caterpillar,Open_Caterpillar,High_Caterpillar,Low_Caterpillar,Close/Last_Walmart,Volume_Walmart,Open_Walmart,High_Walmart,Low_Walmart,Close/Last_JNJ,Volume_JNJ,Open_JNJ,High_JNJ,Low_JNJ,Close/Last_Microsoft,Volume_Microsoft,Open_Microsoft,High_Microsoft,Low_Microsoft,Close/Last_Intel,Volume_Intel,Open_Intel,High_Intel,Low_Intel,Close/Last_HomeDepot,Volume_HomeDepot,Open_HomeDepot,High_HomeDepot,Low_HomeDepot,Close/Last_Verizon,Volume_Verizon,Open_Verizon,High_Verizon,Low_Verizon,Close/Last_Chevron,Volume_Chevron,Open_Chevron,High_Chevron,Low_Chevron,Close/Last_Travelers,Volume_Travelers,Open_Travelers,High_Travelers,Low_Travelers,Close/Last_Cisco,Volume_Cisco,Open_Cisco,High_Cisco,Low_Cisco,Close/Last_UnitedHealth,Volume_UnitedHealth,Open_UnitedHealth,High_UnitedHealth,Low_UnitedHealth,Close/Last_Visa,Volume_Visa,Open_Visa,High_Visa,Low_Visa,Close/Last_Nike,Volume_Nike,Open_Nike,High_Nike,Low_Nike,Close/Last_Apple,Volume_Apple,Open_Apple,High_Apple,Low_Apple,Close/Last_Goldman,Volume_Goldman,Open_Goldman,High_Goldman,Low_Goldman,Close/Last_Salesforce,Volume_Salesforce,Open_Salesforce,High_Salesforce,Low_Salesforce,Close/Last_Honeywell,Volume_Honeywell,Open_Honeywell,High_Honeywell,Low_Honeywell,Close/Last_Amgen,Volume_Amgen,Open_Amgen,High_Amgen,Low_Amgen,Close/Last_Amazon,Volume_Amazon,Open_Amazon,High_Amazon,Low_Amazon,Close/Last_Exxon,Volume_Exxon,Open_Exxon,High_Exxon,Low_Exxon,Close/Last_Pfizer,Volume_Pfizer,Open_Pfizer,High_Pfizer,Low_Pfizer,Close/Last_Raytheon,Volume_Raytheon,Open_Raytheon,High_Raytheon,Low_Raytheon,Close/Last_Walgreens,Volume_Walgreens,Open_Walgreens,High_Walgreens,Low_Walgreens
2020-05-19,24206.86,,24577.48,24599.5,24202.96,250,112.44,8047555,115.09,115.635,112.34,127.3687,4059864,127.4717,130.1757,126.5017,74.8413,10106720,76.6943,76.9452,74.6483,116.4295,3241117,117.3006,118.2492,116.2843,87.26,4920630,88.42,89.84,86.6101,179.57,3365030,180.12,181.46,178.07,44.54,17839920,45.01,45.33,44.25,130.44,32373040,137.0,137.04,130.28,88.67,19597290,90.05,91.1987,88.59,35.64,4415537,36.63,36.68,35.58,114.37,20332580,115.1,116.47,113.42,112.08,3404897,114.95,115.44,112.01,41.65,74746327,43.9167,43.9967,41.6033,149.02,6107256,150.1,151.1,148.4,183.63,26799120,185.03,186.6,183.49,60.29,21865010,60.13,61.77,59.85,238.1,9386987,240.45,242.46,237.8,54.38,18467060,55.43,55.55,54.315,89.62,7749265,92.53,92.631,89.53,93.27,1598667,94.79,95.07,92.9301,44.605,24345420,44.83,44.98,44.41,289.05,3059370,290.74,294.63,288.88,189.36,7446814,191.14,194.5,189.23,91.51,6514141,90.85,93.82,90.82,78.285,101729560,78.7575,79.63,78.2525,177.83,2210480,180.56,182.185,177.72,,,,,,,,,,,,,,,,,,,,,43.94,21771650.0,45.55,46.63,43.93,36.8311,18478350.0,36.9973,37.1635,36.4695,57.94,14442340.0,57.89,60.14,57.4,39.77,5200970.0,40.6,40.92,39.74
2020-05-20,24575.9,,24455.94,24649.48,24455.94,251,113.28,6593798,113.0,113.77,112.13,128.4846,3428789,128.6477,129.9868,127.755,74.2044,10522560,75.3046,75.5072,74.0017,117.4845,3840858,117.049,118.5356,116.7296,90.73,5218515,89.18,91.34,88.77,184.1,4920793,182.0,184.6,180.57,45.89,22295930,45.2,46.17,45.02,133.32,21835490,133.27,135.45,131.3101,91.33,20552360,90.71,92.385,90.37,36.18,5656172,36.34,37.0,35.76,119.92,25749910,116.42,120.87,116.04,115.69,3735708,113.31,117.48,113.05,41.8167,32246403,42.1633,42.1967,41.5433,147.68,5713440,149.75,150.39,147.27,185.66,31261330,184.81,185.85,183.94,63.1,30583990,61.16,63.489,61.02,238.19,7534153,242.0,242.27,234.95,54.26,21405380,54.54,54.895,54.05,93.0,9160034,91.0,93.47,90.18,95.54,1835630,94.58,96.15,93.77,45.44,20184460,45.05,45.82,45.03,287.99,3200617,292.9,292.9,286.7,193.86,9545600,193.0,194.99,192.41,92.95,6346990,93.2,93.86,92.7,79.8075,111504880,79.17,79.88,79.05,181.44,2599855,180.95,183.83,180.3,,,,,,,,,,,,,,,,,,,,,45.37,19352440.0,44.62,45.58,44.5701,36.7822,16607440.0,37.095,37.3394,36.6992,57.8,10344760.0,58.71,59.065,57.69,40.14,4648855.0,40.17,40.59,39.98
2020-05-21,24474.12,,24564.27,24718.46,24370.88,252,111.62,6552661,112.8,113.2,111.43,125.1626,2789110,126.8193,127.5919,124.7592,73.8762,8588091,74.0789,74.3395,73.606,115.2971,4000863,117.1071,117.8136,115.1519,89.83,6241894,90.11,91.43,89.1246,185.08,2913846,184.18,185.48,182.106,45.17,13193530,46.08,46.09,45.03,139.0,48263860,137.0,144.239,136.1508,90.17,14621410,90.27,91.76,89.67,35.82,3941763,36.0,36.76,35.66,117.83,17578300,119.34,120.3,116.5,114.06,2342645,114.95,115.68,113.82,41.6633,22448222,41.63,42.0467,41.4167,146.71,6487343,148.5,148.5,145.82,183.43,29119510,185.4,186.67,183.29,61.98,20987740,63.095,63.8,61.82,240.88,4772695,237.62,241.18,235.79,53.97,18201040,54.43,54.64,53.86,92.04,8830887,92.77,93.37,91.28,99.17,2993572,95.0,100.8,94.93,44.64,18674890,45.45,45.655,44.555,286.91,3604897,286.04,290.13,284.9301,190.62,11338070,193.5,193.616,190.02,94.26,7504258,92.88,94.38,92.37,79.2125,102688840,79.665,80.2225,78.9675,180.1,2153769,180.2,181.17,177.68,,,,,,,,,,,,,,,,,,,,,44.56,19130740.0,45.44,45.79,44.39,36.4206,16747790.0,36.7236,36.8018,36.2153,60.1,10309870.0,58.3,60.21,58.2,39.75,4439895.0,40.0,40.76,39.66
2020-05-22,24465.16,,24461.98,24481.64,24294.07,253,112.6,5572017,112.29,113.6,111.76,125.7034,2661662,125.1025,125.8751,124.124,73.7025,6066320,73.5095,73.9824,73.413,114.5905,4180771,115.539,115.631,113.8162,89.33,3734517,89.71,89.945,88.209,184.41,2475190,184.48,185.35,183.18,45.03,13008410,45.22,45.305,44.65,137.53,21098830,141.01,141.08,135.7766,89.47,13557920,90.01,90.36,88.72,36.12,3040734,35.68,36.18,35.37,118.02,9288238,117.5,118.57,116.83,112.47,2735070,114.13,114.16,111.47,41.4433,22359488,41.7,41.7833,41.2567,144.37,6140899,144.57,146.285,144.06,183.51,20826900,183.19,184.46,182.54,62.255,14103010,61.98,62.32,61.42,241.88,3041768,240.7,242.34,238.655,54.1,19959960,53.96,54.29,53.67,90.28,8563108,91.45,91.6,89.465,100.1,1705433,99.29,100.22,98.2,44.9,12592810,44.67,44.95,44.12,289.94,2922841,287.3,290.24,284.7938,190.86,5807559,191.0,191.37,189.23,93.75,4049578,94.42,94.65,93.35,79.7225,81803000,78.9425,79.8075,78.8375,179.93,2176407,180.03,180.64,178.06,,,,,,,,,,,,,,,,,,,,,44.6,15406400.0,44.05,44.67,43.45,36.6552,14972720.0,36.274,36.6845,36.1273,60.0,6510690.0,60.39,60.77,59.33,39.6,3391244.0,39.63,40.07,39.339
2020-05-26,24995.11,,24781.84,25176.42,24781.84,254,112.03,10432430,114.15,114.15,111.68,130.5448,4616331,129.1284,131.3173,128.0726,74.5614,18269100,75.5265,75.8546,74.2237,117.8523,5469282,117.4071,118.6847,117.1265,94.32,6559362,93.94,95.57,92.89,184.84,3990870,189.59,190.66,184.24,46.09,22223100,46.92,46.93,45.93,144.73,30338250,145.21,145.91,142.61,95.82,41233950,92.89,97.5,92.61,38.79,6188630,38.36,38.95,37.92,120.95,16466400,121.05,122.505,120.43,117.41,4185148,115.98,118.5623,115.98,41.2867,23730548,41.4467,41.8367,41.21,144.56,7072258,146.19,146.44,144.3,181.57,36073610,186.34,186.5,181.1,62.34,20933560,63.68,64.14,62.12,242.48,4535235,248.15,248.22,242.07,54.3,20830540,54.9,55.245,54.18,93.3,9429980,92.49,94.34,92.03,103.36,2840553,103.72,104.57,102.73,44.84,21776880,45.78,45.7999,44.68,294.89,4568023,296.5,297.03,292.5,193.22,9662199,195.8,196.27,192.76,96.62,7185192,95.98,97.43,95.28,79.1825,125521800,80.875,81.06,79.125,196.06,5971201,185.63,197.1,185.22,,,,,,,,,,,,,,,,,,,,,45.91,20356450.0,45.74,46.3,45.47,36.6454,22068380.0,36.8018,37.0168,36.6063,64.47,15937800.0,62.56,65.55,62.36,42.16,8179265.0,40.43,42.47,40.34
2020-05-27,25548.27,,25298.63,25551.56,25009.87,255,113.89,8279675,112.5,113.97,111.82,135.7552,6056347,132.1843,135.7638,131.6264,74.8413,12241380,74.3105,74.9282,73.3455,121.511,5727496,119.9624,121.7917,119.5075,101.23,11007670,100.0,101.69,96.8,187.72,3993447,188.74,188.75,185.27,46.73,18447620,47.0,47.09,46.165,149.52,32799950,149.14,149.65,141.24,101.37,39402040,102.07,102.58,98.8,39.82,6895175,39.95,40.665,39.03,121.53,19345390,123.68,123.78,119.7112,122.42,4462678,119.72,122.4899,119.53,40.8267,31073703,41.3233,41.4967,40.3433,144.89,7950008,144.32,145.25,143.01,181.81,39517150,180.2,181.9877,176.6,63.56,19886270,62.32,63.59,61.07,247.36,4664800,242.69,247.39,240.78,55.14,17063780,54.61,55.22,54.43,93.9,7822605,94.68,94.69,92.11,106.82,1738414,106.98,107.36,105.03,45.96,22157160,45.042,45.98,44.8,303.77,5618902,297.42,303.8,290.8,192.82,7650334,194.31,194.31,188.52,99.87,7915885,98.12,99.99,97.62,79.5275,112945080,79.035,79.6775,78.2725,209.66,8182053,203.0,210.71,200.01,,,,,,,,,,,,,,,,,,,,,46.24,20788290.0,46.66,47.14,45.405,36.5672,24576970.0,36.5672,36.6943,36.1371,66.65,13951560.0,67.0,67.989,65.17,42.97,7748126.0,42.78,43.6974,42.19
2020-05-28,25400.64,,25697.36,25758.79,25358.73,256,116.06,6593613,115.53,116.99,114.8995,134.6136,6731222,136.2359,137.2317,132.3045,76.2793,12585990,75.8546,77.4856,75.7678,120.5334,3916377,122.7983,122.8951,120.2334,98.06,9271708,101.54,102.46,98.01,188.73,3568464,189.42,190.48,186.72,47.09,16234420,47.3,47.46,46.82,149.82,34849880,156.1,156.7,149.05,99.86,24738540,102.94,102.95,99.4,38.71,5270538,39.57,39.69,38.35,116.75,18625660,121.6,121.98,116.0,120.74,3744246,124.75,124.83,120.28,41.23,24437921,41.24,41.65,41.0533,146.97,6190582,146.02,148.11,145.81,181.4,33831820,180.74,184.1474,180.38,61.7,17264130,63.0,63.45,61.49,245.14,5261750,249.52,252.23,244.43,55.72,15435420,55.58,55.79,55.155,90.87,9639423,93.61,93.9,90.79,107.59,2028445,108.49,108.76,106.58,45.595,20027750,45.9,46.46,45.373,303.97,4388845,305.95,309.66,303.29,194.26,8357439,193.54,198.29,192.7101,98.46,7262328,100.09,100.69,98.25,79.5625,133796400,79.1925,80.86,78.9075,201.22,4890687,210.84,211.31,201.21,,,,,,,,,,,,,,,,,,,,,45.04,19705890.0,46.43,46.46,44.93,37.3199,21371030.0,36.9875,37.574,36.8702,67.27,12690860.0,68.78,68.78,66.14,41.83,5940573.0,43.44,43.44,41.74
2020-05-29,25383.11,,25324.15,25482.8,25031.67,257,115.92,7987916,116.13,116.72,114.62,134.2874,8632670,133.4805,134.6565,131.3774,77.9006,12900690,76.6846,78.1129,75.5748,120.8916,7930467,119.701,121.1142,118.3169,95.07,7711888,95.5,97.11,94.66,186.32,5719059,187.43,188.7,185.7101,46.68,51129920,46.68,47.19,46.14,145.85,33905080,145.3,152.0,142.94,97.31,26538150,98.66,99.18,96.775,38.6,5254710,38.14,38.99,37.72,117.3,17845760,116.19,117.75,114.12,120.13,4278095,119.63,120.71,117.57,41.3533,29317296,41.4133,41.5683,40.6433,148.75,8505215,147.96,149.35,145.33,183.25,42146720,182.73,184.27,180.41,62.93,33395740,61.9,63.66,61.62,248.48,5342824,245.06,249.71,244.73,57.38,34255790,55.33,57.79,54.89,91.7,17016860,90.19,91.89,89.26,106.98,2973627,106.33,108.73,105.675,47.82,43570370,46.04,47.82,45.41,304.85,6253038,304.72,308.37,300.85,195.24,10213510,194.5,196.74,193.28,98.58,10333350,98.19,99.25,96.93,79.485,153598120,79.8125,80.2875,79.1175,196.49,3824488,197.23,200.92,194.65,,,,,,,,,,,,,,,,,,,,,45.47,25886240.0,44.82,45.69,44.37,37.3296,46146290.0,37.4078,37.5642,36.7334,64.52,13959010.0,65.6,66.6,64.14,42.94,8858013.0,41.54,42.97,41.23
2020-06-01,25475.02,,25342.99,25508.83,25220.66,258,117.25,5106119,116.0,117.5,115.26,133.5492,2084341,133.8668,135.2402,132.9569,76.7811,5991955,77.3795,77.6497,76.3661,120.8819,2883294,120.6399,121.7143,120.0495,96.75,4272832,95.56,98.07,94.56,187.41,2169455,186.71,187.84,185.6,46.99,17013040,46.66,47.23,46.59,151.39,27239000,145.45,153.55,144.55,98.6,15207500,97.75,99.5115,97.38,38.61,3014417,38.61,39.01,38.18,118.77,10548790,117.26,119.6498,116.93,120.5,2133655,119.86,121.2,117.61,41.32,20567258,41.1467,41.47,40.7867,147.19,6142580,147.29,148.34,146.01,182.83,22668820,182.54,183.0,181.46,61.86,14329040,62.485,62.66,61.66,247.29,3409936,249.41,249.78,245.87,55.78,18160960,56.7,56.9,55.75,92.79,7346296,90.94,93.85,90.11,109.15,1726709,106.79,109.3,105.42,46.3,18730620,47.15,47.285,46.23,305.93,2894409,304.02,305.98,300.563,194.35,6019388,194.71,195.88,193.52,99.54,4299739,98.4,99.78,97.89,80.4625,81018600,79.4375,80.5875,79.3025,199.93,2235963,197.31,201.77,195.12,,,,,,,,,,,,,,,,,,,,,46.28,19038400.0,45.32,46.45,44.8,34.6611,73005890.0,34.7002,34.925,34.1235,64.12,11328210.0,65.0,66.035,64.07,43.3,5772089.0,42.706,43.48,42.6
2020-06-02,25742.65,,25582.52,25743.13,25523.74,259,118.06,6327940,117.07,118.14,116.815,135.3175,2333820,134.5535,136.1415,134.4505,78.0164,10832970,76.7618,78.0405,76.0756,121.9563,2978056,121.6369,121.9563,120.6593,99.07,5433811,98.6,100.49,98.17,187.59,3125455,188.4,188.56,186.085,46.9,15255150,47.16,47.28,46.56,153.31,24780510,154.0,155.85,151.8101,98.93,21194960,100.28,100.42,97.9276,40.6,6083430,39.2,41.23,39.09,118.75,10753110,119.0,119.85,117.83,123.32,2977504,121.84,123.82,121.28,41.3133,19187807,41.1967,41.3842,40.9367,148.25,6078311,147.06,148.35,146.12,184.91,30794590,184.25,185.0,181.35,62.12,20702350,61.7,62.17,60.825,252.71,5301049,248.63,252.72,247.0,56.4,17300360,55.82,56.46,55.54,94.69,7880250,93.78,95.22,93.285,111.0,1796044,110.07,111.46,108.55,46.89,17285950,46.4,46.9,45.88,306.31,2757002,305.58,308.1,301.73,196.36,8462065,195.94,197.52,194.92,100.74,10798730,99.42,100.88,98.82,80.835,87642800,80.1863,80.86,79.7325,204.14,4128686,203.77,206.5,201.32,,,,,,,,,,,,,,,,,,,,,47.31,22318980.0,46.86,47.45,46.7474,35.3454,40503660.0,34.7296,35.3454,34.4559,63.4,14938390.0,63.7,64.2,62.56,43.55,4284668.0,43.186,43.87,43.13
2020-06-03,26269.89,,25906.88,26337.75,25906.88,260,118.53,6170999,118.1,119.19,117.95,138.3819,3674275,136.7853,138.7682,136.0728,79.1938,13049080,78.1708,79.4688,78.0357,124.9084,3917746,123.0694,125.4359,122.9242,105.4,7301045,102.78,105.87,101.6313,193.29,3881453,188.47,193.81,188.09,47.9,15508290,47.27,48.115,47.12,173.16,66486430,157.1,173.78,155.49,104.27,25941090,101.58,104.92,101.06,41.63,5160633,41.49,42.3,41.46,122.18,12584300,119.99,122.45,119.3201,127.09,3712613,125.45,127.345,125.01,41.1567,20263001,41.3,41.33,40.8867,148.65,6339468,148.52,149.14,146.449,185.36,27311020,184.815,185.94,183.58,61.93,16737270,62.45,62.54,61.53,251.0,4638114,251.8,252.825,250.3913,56.83,16086720,56.52,56.98,56.3,97.18,8440203,95.97,97.73,95.75,114.47,1774259,113.03,115.0,112.52,46.94,17491950,46.98,47.2,46.54,305.35,4360327,307.85,310.12,302.74,196.87,8879428,198.0,198.14,195.57,104.11,5867680,101.26,104.55,101.12,81.28,104491200,81.165,81.55,80.575,210.57,3471886,208.49,211.93,206.43,,,,,,,,,,,,,,,,,,,,,49.24,23418050.0,48.0,49.4,47.95,35.3454,36766620.0,35.4724,35.5897,34.7393,67.47,15875900.0,64.5,67.73,64.4375,43.61,4681745.0,43.97,44.41,43.45
2020-06-04,26281.82,,26226.49,26384.1,26082.31,261,116.05,6895854,118.0,118.825,115.57,139.5322,2880967,137.1372,139.5579,136.6394,78.7016,8867324,78.4314,79.2903,78.0164,124.7535,3864785,123.6791,124.8116,122.9435,106.54,5841610,103.47,107.43,103.23,193.24,3469436,192.32,194.26,191.62,47.92,13604670,47.94,48.265,47.38,184.3,67155580,181.28,188.6,177.4,106.44,26784720,103.82,106.61,102.79,42.71,3901494,41.5,42.76,41.32,123.69,14195120,121.95,124.5,121.85,128.96,3076685,125.41,129.03,124.74,40.7033,24014891,40.9333,41.2957,40.6067,146.73,8170480,146.8,148.37,145.58,182.92,28761810,184.3,185.84,182.3,62.97,22010140,61.74,63.47,61.3438,248.95,4759381,249.77,252.173,247.47,57.22,16147300,56.74,57.37,56.51,96.28,6371723,96.78,96.89,95.16,118.0,1695317,113.98,118.01,112.95,46.86,14100660,46.77,47.25,46.5301,298.08,4374349,303.18,304.47,294.2944,193.64,7829774,195.98,196.46,193.12,101.28,8775038,103.66,103.9033,100.47,80.58,87560360,81.0975,81.405,80.195,214.82,3522252,208.79,214.99,207.96,,,,,,,,,,,,,,,,,,,,,49.1,18731360.0,48.88,49.145,48.16,35.1987,25629390.0,34.9055,35.4724,34.8957,67.51,10134980.0,67.1,67.83,66.31,44.2,4949552.0,43.1,44.365,42.77
2020-06-05,27110.98,,26836.8,27338.3,26836.8,262,118.33,7337829,116.25,118.83,116.05,143.704,4527587,141.6352,144.5109,141.6352,79.3868,9936408,79.242,80.2264,78.6437,127.8218,5892960,129.5882,129.9221,127.5217,109.73,10097630,114.11,115.93,108.07,197.16,4728306,198.0,200.15,196.27,49.09,20504800,48.54,49.49,48.46,205.43,99846050,205.0,218.79,197.36,111.23,42230990,114.93,115.77,109.53,43.97,7656517,44.71,45.73,43.8365,124.82,16581600,126.31,127.82,124.28,135.12,5591916,137.85,139.37,133.39,40.52,39337174,40.8567,40.8933,39.97,147.3,9725441,147.69,149.64,146.6,187.2,39893640,182.62,187.73,182.01,64.34,26813100,63.36,65.11,63.16,254.9,5054333,252.34,255.85,250.38,57.74,17105620,57.75,58.12,57.08,100.81,12760130,99.08,102.05,99.05,124.36,3129629,121.27,125.28,120.18,47.83,22591050,47.27,48.29,47.2,311.85,5554303,304.0,314.2825,300.5,199.61,8561152,196.2,199.77,195.475,102.71,8363601,104.0,104.69,102.125,82.875,137250200,80.8375,82.9375,80.8075,217.92,4737626,222.0,222.98,217.66,,,,,,,,,,,,,,,,,,,,,53.08,41328940.0,51.65,53.45,51.6,35.1792,34825150.0,35.4236,35.6679,35.0717,72.07,14203090.0,71.03,73.74,71.0,45.35,8052004.0,45.2,46.37,44.84
2020-06-08,27572.44,,27232.93,27580.21,27232.48,263,119.05,6926693,117.44,119.12,116.84,143.2404,2987595,143.4379,145.5324,141.867,80.0045,9500801,78.3156,80.294,78.3156,131.3934,5370469,128.025,131.5192,128.025,113.67,6795230,111.91,113.71,110.64,202.65,4443911,195.68,202.73,195.64,49.85,19896660,49.54,49.97,49.47,230.5,80902750,222.94,234.2,218.93,113.45,24881790,113.41,114.19,111.94,45.9,5727335,44.08,45.93,44.08,127.28,13858100,125.1,127.44,123.94,137.72,4139216,135.32,139.94,135.32,40.4133,28344195,39.86,40.4133,39.82,146.77,7555622,145.88,147.61,145.74,188.36,33211590,185.94,188.55,184.44,63.67,21546180,63.97,64.15,62.94,256.77,3811872,252.49,256.81,252.26,58.09,14962960,57.65,58.2,57.27,103.24,11090720,102.63,103.59,100.87,128.0,3168196,125.0,128.13,124.62,48.13,17820920,47.46,48.16,47.12,309.48,4635498,308.64,315.84,307.93,199.6,7628052,199.58,199.96,197.13,104.29,6165363,103.05,104.3,102.71,83.365,95654520,82.5625,83.4,81.83,220.81,3260307,220.02,222.2646,218.24,,,,,,,,,,,,,,,,,,,,,54.74,33579420.0,54.72,55.36,53.46,35.7657,28647210.0,34.9935,35.7754,34.8762,74.16,11945550.0,72.5,74.93,72.5,47.02,7233578.0,45.49,47.375,45.49
2020-06-09,27272.3,,27447.37,27447.37,27151.06,264,118.34,5563215,119.4,119.76,118.15,143.0945,3161966,142.0473,144.1761,140.8455,79.3868,8440980,80.2843,80.5931,79.2517,127.6379,5393644,129.2349,129.3124,126.8152,110.46,5517423,110.08,111.798,108.67,199.52,3728614,200.37,201.57,199.01,49.0,16713660,49.59,49.59,48.68,216.74,66688660,222.14,227.0,213.08,110.54,17031140,110.65,111.63,109.01,44.41,5535396,44.47,44.82,43.9191,123.89,10882800,125.63,125.79,123.51,134.19,3819615,135.02,135.41,133.2101,40.45,20746313,40.5333,40.6667,40.1867,145.96,8247233,148.25,149.33,145.65,189.8,29783920,188.0,190.7,187.2605,63.04,23594130,62.994,63.71,62.9,256.76,3716430,255.33,258.29,253.86,57.86,14530770,57.75,58.13,57.37,101.53,10745360,100.7,102.93,99.83,125.42,2875372,124.29,126.99,123.92,48.05,18597270,48.02,48.24,47.49,309.21,3061770,309.9,312.655,307.33,199.08,6892262,198.36,201.67,198.24,102.63,5385911,102.82,103.77,102.43,85.9975,147712360,83.035,86.4025,83.0025,218.1,2478365,215.74,220.02,215.16,,,,,,,,,,,,,,,,,,,,,53.52,27276940.0,52.88,53.9699,52.45,35.3942,20564600.0,35.6777,35.8341,35.3551,70.54,9964902.0,72.65,72.65,70.51,45.28,5066529.0,46.58,46.6346,44.97
2020-06-10,26989.99,,27251.89,27355.22,26938.05,265,119.23,6678195,119.0,119.89,118.11,140.691,2551336,143.2662,143.6438,140.6138,78.9139,8664952,79.5605,79.8886,78.1612,125.7021,4734835,127.9089,127.9863,125.6343,106.16,5747397,110.0,110.33,105.96,195.8,3459865,199.13,199.555,195.6699,48.62,15716570,49.16,49.265,48.57,203.41,90384850,211.17,213.03,197.4,106.06,24913330,110.46,110.505,105.85,43.58,4267664,44.39,44.5,43.4,122.18,11497110,124.02,124.1,120.93,132.44,4018747,133.72,135.38,130.555,40.3867,28141650,40.52,40.8333,40.3767,147.8,10137070,146.6,150.03,146.6,196.84,43872330,191.125,198.52,191.01,63.87,21367850,62.79,64.289,62.75,254.45,3589810,257.45,259.2867,254.22,58.05,13649070,57.895,58.225,57.7,97.58,10486260,101.0,101.5,97.56,120.98,3377359,123.75,124.66,120.97,47.42,18462380,47.66,47.83,47.12,305.75,3296079,308.94,310.31,302.86,200.48,8405338,199.9,202.18,198.95,102.12,5194156,103.0,103.15,101.7127,88.21,166651760,86.975,88.6925,86.5225,213.52,3091188,217.39,219.8499,212.8,,,,,,,,,,,,,,,,,,,,,50.65,31156790.0,53.5,53.5,50.6,35.1108,28042860.0,35.5409,35.6288,35.0814,68.36,9765851.0,70.14,70.2899,68.05,44.28,4561353.0,45.52,45.65,44.22
2020-06-11,25128.17,,26282.51,26294.08,25082.72,266,116.26,8937510,118.81,119.57,116.0,130.8023,5016599,137.3948,137.5579,130.7422,74.6483,13648720,77.9875,78.8078,74.6483,114.2227,11763630,121.9853,122.0531,114.0535,98.6,8601195,100.87,102.99,98.13,187.51,5795967,190.9,192.91,186.33,45.54,26070380,47.81,47.92,45.46,170.0,103212800,179.35,192.18,166.01,97.21,36259220,100.03,101.58,96.54,39.26,9225121,41.225,42.04,38.95,112.64,26078850,117.6,118.0,112.25,121.55,5969327,126.41,126.8448,121.52,40.03,34162953,40.33,40.86,39.8267,140.87,11913270,148.58,149.17,140.75,186.27,52854670,193.13,195.76,186.07,59.7,26998240,63.07,63.3,59.52,239.47,6563710,248.86,250.62,238.74,56.45,23412480,57.48,57.94,56.4,89.37,14944810,92.3,94.19,89.12,110.55,3541221,116.41,117.39,110.37,43.67,35582020,46.99,47.0,43.64,283.73,6638905,303.36,303.36,280.8,188.88,11974600,195.14,196.36,188.75,95.17,10976920,98.38,98.99,94.88,83.975,201662440,87.3275,87.765,83.87,194.13,4923410,204.7,206.9,194.02,,,,,,,,,,,,,,,,,,,,,46.18,39183000.0,47.53,48.84,46.1,32.5498,59930390.0,34.798,34.8762,32.5302,62.85,13708970.0,63.99,65.71,62.82,40.75,7899726.0,43.18,43.2,40.73
2020-06-12,25605.54,,25659.42,25965.55,25078.41,267,115.62,7998614,116.59,118.05,115.26,132.9397,2998771,134.15,135.1243,130.2443,73.635,16221990,75.1694,75.208,72.834,117.9975,6220327,117.3587,119.1687,115.4519,101.68,7251105,103.21,103.5,98.08,189.17,4108594,191.67,191.67,185.45,45.6,21822740,46.21,46.25,45.01,189.51,89550060,187.15,191.3,176.26,99.87,24856760,100.71,101.13,97.33,41.23,5034939,41.82,41.915,39.985,115.49,18361940,115.17,117.0,112.89,123.15,4492689,124.4,125.165,119.35,39.2467,32359323,40.17,40.25,39.02,142.15,8687356,142.84,143.7067,140.28,187.74,43373590,190.54,191.72,185.18,59.33,30419770,60.11,60.96,58.121,242.45,5238493,243.07,246.39,237.05,56.53,17129160,56.63,56.81,55.79,92.39,9532412,93.62,93.65,90.01,113.33,1885120,114.72,115.553,110.56,45.07,26125550,44.96,45.86,44.11,285.15,5416812,290.65,294.1,278.7,192.26,11706350,194.21,195.0,187.85,96.43,7416393,97.8,97.8,94.7401,84.7,200146040,86.18,86.95,83.5558,201.78,3380817,200.62,202.94,196.21,,,,,,,,,,,,,,,,,,,,,47.17,30978120.0,48.04,48.6233,45.905,32.9897,35960620.0,33.3122,33.3367,32.3005,65.37,9589458.0,65.97,66.0699,63.36,41.4,5017758.0,41.859,42.6,40.72
